callsign,airline,runway,atot,sid,sid_family,aircraft_type,wake,engine_class,track_start_time,track_end_time,start_from_thr_time,sep_is_first_departure_for_runway,thr_sid,thr_aircraft_type,thr_atot,thr_passes_thr_filter,thr_cross_time,thr_cross_lat,thr_cross_lon,thr_cross_alt_ft,thr_cross_ias_kt,thr_cross_heading_deg,thr_min_dist_thr_nm,thr_turned_before_thr,thr_turn_start_time,sep_leader,sep_atot_leader,sep_atot_follower,sep_leader_sid,sep_follower_sid,sep_leader_sid_family,sep_follower_sid_family,sep_leader_aircraft_type,sep_follower_aircraft_type,sep_leader_wake,sep_follower_wake,sep_leader_class,sep_follower_class,sep_same_sid_family,sep_radar_twr_time,sep_radar_tma_min_time,sep_twr_computable,sep_tma_computable,sep_computation_note,sep_radar_twr_nm,sep_radar_twr_dalt_ft,sep_radar_twr_loss,sep_radar_tma_min_nm,sep_radar_tma_dalt_ft,sep_radar_tma_loss,sep_wake_twr_required_nm,sep_wake_twr_required_s,sep_wake_twr_actual_nm,sep_wake_twr_actual_s,sep_wake_twr_loss,sep_wake_tma_required_nm,sep_wake_tma_actual_nm,sep_wake_tma_loss,sep_loa_required_nm,sep_loa_actual_nm,sep_loa_loss,turn_sid,turn_aircraft_type,turn_atot,turn_turn_start_time,turn_turn_start_lat,turn_turn_start_lon,turn_turn_start_x_m,turn_turn_start_y_m,turn_turn_start_alt_ft,turn_turn_start_ias_kt,turn_turn_start_roll_angle_deg,turn_turn_start_heading_deg,turn_turn_start_tta_deg,turn_turn_start_dist_thr_nm,turn_detection_method,turn_crosses_r234,turn_r234_cross_lat,turn_r234_cross_lon,nadp_sid,nadp_aircraft_type,nadp_wake,nadp_atot,nadp_ias_at_800ft,nadp_alt_at_800ft,nadp_ias_at_3000ft,nadp_alt_at_3000ft,nadp_delta_ias_kt,nadp_nadp,nadp_threshold_kt,nadp_time_at_800ft,nadp_time_at_3000ft
RYR4WX,RYR,24L,2026-05-23T07:03:55,OLOXO1C,MISMA_SID_G1,B38M,M,R,2026-05-23T07:03:35,2026-05-23T07:07:18,2026-05-23T07:03:39,False,OLOXO1C,B38M,2026-05-23T07:03:55,True,2026-05-23T07:04:00.966733443,41.28223743278744,2.0743755376216115,264.5692653397171,158.0,-113.378906,0.0045712753491125155,False,2026-05-23T07:04:16,EWG81R,2026-05-23T06:56:56,2026-05-23T07:03:55,AGENA1C,OLOXO1C,MISMA_SID_G3,MISMA_SID_G1,A320,B38M,M,M,R,R,False,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,420.0,,,,,3.0,,False,OLOXO1C,B38M,2026-05-23T07:03:55,2026-05-23T07:04:16,41.277172868639084,2.06081239022859,30768.247421912605,18013.079254257747,750.7218666666666,164.0,-23.73,-120.410156,-127.266,2.118325793073252,roll,False,,,OLOXO1C,B38M,M,2026-05-23T07:03:55,164.0,800.0,211.0,3000.0,47.0,NADP2,30.0,2026-05-23T07:04:17.265705479,2026-05-23T07:05:41.079470149
VLG5FN,VLG,24L,2026-05-23T07:05:36,NATPI1C,MISMA_SID_G1,A320,M,R,2026-05-23T07:05:15,2026-05-23T07:08:22,2026-05-23T07:05:20,False,NATPI1C,A320,2026-05-23T07:05:36,True,2026-05-23T07:05:40.955089183,41.282211174782226,2.0743838108253048,389.5559190171679,164.0,-114.082031,0.006191107417001237,False,2026-05-23T07:05:51,RYR4WX,2026-05-23T07:03:55,2026-05-23T07:05:36,OLOXO1C,NATPI1C,MISMA_SID_G1,MISMA_SID_G1,B38M,A320,M,M,R,R,True,2026-05-23T07:05:20,2026-05-23T07:05:15,True,True,,4.505978830520735,2162.3338666666664,False,4.3394682869985886,1995.7557333333332,False,,,4.505978830520735,101.0,,,4.3394682869985886,,5.0,4.505978830520735,True,NATPI1C,A320,2026-05-23T07:05:36,2026-05-23T07:05:51,41.27884473762525,2.065553921703407,31163.553730945438,18200.609449861364,923.6333333333333,159.0,0.0,-127.617188,-114.258,1.882003577126841,roll+hdg,False,,,NATPI1C,A320,M,2026-05-23T07:05:36,161.0,800.0,227.0,3000.0,66.0,NADP2,30.0,2026-05-23T07:05:48.858955445,2026-05-23T07:07:13.026729591
VLG6VG,VLG,24L,2026-05-23T07:07:17,DUNES1C,MISMA_SID_G2,A320,M,R,2026-05-23T07:06:51,2026-05-23T07:09:45,2026-05-23T07:06:58,False,DUNES1C,A320,2026-05-23T07:07:17,True,2026-05-23T07:07:19.217102803,41.28228711430244,2.0743589106458593,437.0806604085763,161.0,-116.367188,0.0014958199866361302,False,2026-05-23T07:07:27,VLG5FN,2026-05-23T07:05:36,2026-05-23T07:07:17,NATPI1C,DUNES1C,MISMA_SID_G1,MISMA_SID_G2,A320,A320,M,M,R,R,False,2026-05-23T07:06:58,2026-05-23T07:06:51,True,True,,4.622680497961328,2195.647466666667,False,4.371064782416108,1991.0224,False,,,4.622680497961328,98.0,,,4.371064782416108,,3.0,4.622680497961328,False,DUNES1C,A320,2026-05-23T07:07:17,2026-05-23T07:07:27,41.27965431550022,2.0674965846422735,31325.44950806361,18291.29920253624,775.8584,159.0,-0.176,-122.167969,-115.312,1.7819997635442133,roll+hdg,False,,,DUNES1C,A320,M,2026-05-23T07:07:17,159.0,800.0,228.0,3000.0,69.0,NADP2,30.0,2026-05-23T07:07:27.538875,2026-05-23T07:08:49.304810218
IBE04YC,IBE,24L,2026-05-23T07:11:34,SENIA1C,MISMA_SID_G2,A20N,M,R,2026-05-23T07:11:14,2026-05-23T07:14:05,2026-05-23T07:11:20,False,SENIA1C,A20N,2026-05-23T07:11:34,True,2026-05-23T07:11:42.608811056,41.28221139494429,2.074402668282721,650.4241338126449,149.0,-122.167969,0.006441358135511008,True,2026-05-23T07:11:39,VLG6VG,2026-05-23T07:07:17,2026-05-23T07:11:34,DUNES1C,SENIA1C,MISMA_SID_G2,MISMA_SID_G2,A320,A20N,M,M,R,R,True,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,262.0,,,,,5.0,,False,SENIA1C,A20N,2026-05-23T07:11:34,2026-05-23T07:11:39,41.2833019808982,2.07731748502994,32144.051799609762,18700.35282099503,494.2712,149.0,-20.391,-114.960938,-115.137,1.2878836858229072,roll,False,,,SENIA1C,A20N,M,2026-05-23T07:11:34,149.0,800.0,219.0,3000.0,70.0,NADP2,30.0,2026-05-23T07:11:45.869912790,2026-05-23T07:13:07.364017241
VLG8QR,VLG,24L,2026-05-23T07:13:15,LOTOS1C,MISMA_SID_G2,A320,M,R,2026-05-23T07:12:54,2026-05-23T07:15:49,2026-05-23T07:13:01,False,LOTOS1C,A320,2026-05-23T07:13:15,True,2026-05-23T07:13:21.807454145,41.28223108916437,2.0743782890202023,364.56630533976113,162.1925458543863,-114.52094049302815,0.004971200547620876,False,2026-05-23T07:13:27,IBE04YC,2026-05-23T07:11:34,2026-05-23T07:13:15,SENIA1C,LOTOS1C,MISMA_SID_G2,MISMA_SID_G2,A20N,A320,M,M,R,R,True,2026-05-23T07:13:01,2026-05-23T07:12:54,True,True,,4.393837037160412,2893.6037333333334,False,4.132620987258588,2732.5834666666665,False,,,4.393837037160412,101.0,,,4.132620987258588,,5.0,4.393837037160412,True,LOTOS1C,A320,2026-05-23T07:13:15,2026-05-23T07:13:27,41.28057634463315,2.0697453144993974,31512.853923923874,18394.603720810715,628.0978666666666,158.0,-13.184,-117.421875,-119.531,1.6666557828847957,roll,False,,,LOTOS1C,A320,M,2026-05-23T07:13:15,160.0,800.0,232.0,3000.0,72.0,NADP2,30.0,2026-05-23T07:13:30.979730769,2026-05-23T07:14:54.891124999
VLG9FC,VLG,24L,2026-05-23T07:14:31,GRAUS1C,MISMA_SID_G1,A320,M,R,2026-05-23T07:14:10,2026-05-23T07:17:01,2026-05-23T07:14:13,False,GRAUS1C,A320,2026-05-23T07:14:31,True,2026-05-23T07:14:34.356109637,41.282331263003734,2.074342954830094,379.41880411241647,163.0,-114.960938,0.0012509866488999613,False,2026-05-23T07:14:39,VLG8QR,2026-05-23T07:13:15,2026-05-23T07:14:31,LOTOS1C,GRAUS1C,MISMA_SID_G2,MISMA_SID_G1,A320,A320,M,M,R,R,False,2026-05-23T07:14:13,2026-05-23T07:14:10,True,True,,2.989946310852605,1775.0304,False,2.9388984107847445,1725.4304000000002,False,,,2.989946310852605,72.0,,,2.9388984107847445,,3.0,2.989946310852605,True,GRAUS1C,A320,2026-05-23T07:14:31,2026-05-23T07:14:39,41.280836920001235,2.070112617763491,31543.410669088473,18423.70221973295,580.7528,162.0,-15.117,-116.191406,-117.246,1.645063920129015,roll,False,,,GRAUS1C,A320,M,2026-05-23T07:14:31,163.0,800.0,212.0,3000.0,49.0,NADP2,30.0,2026-05-23T07:14:43.332387640,2026-05-23T07:15:58.457073863
WMT182,WMT,24L,2026-05-23T07:16:12,DIPES1C,MISMA_SID_G3,A321,M,R,2026-05-23T07:15:50,2026-05-23T07:20:12,2026-05-23T07:15:55,False,DIPES1C,A321,2026-05-23T07:16:12,True,2026-05-23T07:16:16.012118471,41.28231123159814,2.074349959419772,267.06473884217286,170.0,-113.730469,7.4621992446397645e-06,False,2026-05-23T07:16:23,VLG9FC,2026-05-23T07:14:31,2026-05-23T07:16:12,GRAUS1C,DIPES1C,MISMA_SID_G1,MISMA_SID_G3,A320,A321,M,M,R,R,False,2026-05-23T07:15:55,2026-05-23T07:15:50,True,True,,4.849515186173649,2826.4010666666663,False,4.68292708620578,2580.5616,False,,,4.849515186173649,102.0,,,4.68292708620578,,3.0,4.849515186173649,False,DIPES1C,A321,2026-05-23T07:16:12,2026-05-23T07:16:23,41.279999903772456,2.067710715968064,31343.1708951351,18329.792359161587,614.7853333333334,165.0,-15.645,-115.839844,-117.246,1.7645206275756173,roll,False,,,DIPES1C,A321,M,2026-05-23T07:16:12,164.0,800.0,160.0,3000.0,-4.0,NADP1,30.0,2026-05-23T07:16:26.749972826,2026-05-23T07:17:37.131859330
NJE838T,NJE,24L,2026-05-23T07:17:43,DIPES1C,MISMA_SID_G3,C56X,M,LP,2026-05-23T07:17:22,2026-05-23T07:19:25,2026-05-23T07:17:25,False,DIPES1C,C56X,2026-05-23T07:17:43,True,2026-05-23T07:17:45,41.281345304110005,2.0752017090400003,976.2500000000014,169.0,-121.289062,0.06956485185603294,True,2026-05-23T07:17:42,WMT182,2026-05-23T07:16:12,2026-05-23T07:17:43,DIPES1C,DIPES1C,MISMA_SID_G3,MISMA_SID_G3,A321,C56X,M,M,R,LP,True,2026-05-23T07:17:25,2026-05-23T07:19:06,True,True,,3.6178585568108423,2609.0724802482346,False,3.1246128543200054,344.88142685370894,False,,,3.6178585568108423,90.0,,,3.1246128543200054,,5.0,3.6178585568108423,True,DIPES1C,C56X,2026-05-23T07:17:43,2026-05-23T07:17:42,41.28289974661,2.07765402904,32172.36162400561,18655.764902562143,788.7500000000014,169.0,-1.055,-121.289062,-116.016,1.2844292869473575,roll+hdg,False,,,DIPES1C,C56X,M,2026-05-23T07:17:43,169.0,800.0,193.0,3000.0,24.0,NADP1,30.0,2026-05-23T07:17:42.179999999,2026-05-23T07:18:26.872255871
TRA3T,TRA,24L,2026-05-23T07:22:31,OLOXO1C,MISMA_SID_G1,B738,M,R,2026-05-23T07:22:09,2026-05-23T07:25:00,2026-05-23T07:22:15,False,OLOXO1C,B738,2026-05-23T07:22:31,True,2026-05-23T07:22:36.186008010,41.282014936655315,2.0744658124902817,365.29869476865514,162.0,-114.785156,0.018534272672325342,False,2026-05-23T07:22:46,NJE838T,2026-05-23T07:17:43,2026-05-23T07:22:31,DIPES1C,OLOXO1C,MISMA_SID_G3,MISMA_SID_G1,C56X,B738,M,M,LP,R,False,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,290.0,,,,,4.0,,False,OLOXO1C,B738,2026-05-23T07:22:31,2026-05-23T07:22:46,41.27824249485972,2.0660367340681365,31204.173224510454,18133.838049730042,811.1784000000014,163.0,-2.285,-127.792969,-116.543,1.87820832282723,roll+hdg,False,,,OLOXO1C,B738,M,2026-05-23T07:22:31,163.0,800.0,207.0,3000.0,44.0,NADP2,30.0,2026-05-23T07:22:45.651771918,2026-05-23T07:23:55.614201219
QTR138,QTR,24L,2026-05-23T07:23:57,DIPES1C,MISMA_SID_G3,B789,H,R,2026-05-23T07:23:37,2026-05-23T07:27:36,2026-05-23T07:23:41,False,DIPES1C,B789,2026-05-23T07:23:57,True,2026-05-23T07:24:02.993393288,41.28218803126004,2.074391929928373,208.55612669560236,166.0,-113.730469,0.00762808519407393,False,2026-05-23T07:24:15,TRA3T,2026-05-23T07:22:31,2026-05-23T07:23:57,OLOXO1C,DIPES1C,MISMA_SID_G1,MISMA_SID_G3,B738,B789,M,H,R,R,False,2026-05-23T07:23:41,2026-05-23T07:23:37,True,True,,3.9955290966756802,2258.1333333333346,False,3.867778775923367,2055.7328000000016,False,,,3.9955290966756802,86.0,,,3.867778775923367,,3.0,3.9955290966756802,False,DIPES1C,B789,2026-05-23T07:23:57,2026-05-23T07:24:15,41.27798020126842,2.0629620990342477,30947.4494260256,18103.584581002506,656.1016,172.0,-15.293,-116.894531,-120.059,2.0099191753584886,roll,False,,,DIPES1C,B789,H,2026-05-23T07:23:57,172.0,800.0,170.0,3000.0,-2.0,NADP1,30.0,2026-05-23T07:24:18.874651315,2026-05-23T07:25:33.433348214
BTX6F,BTX,24L,2026-05-23T07:26:38,DALIN1C,MISMA_SID_G3,FA7X,M,HP,2026-05-23T07:26:25,2026-05-23T07:28:32,2026-05-23T07:26:26,False,DALIN1C,FA7X,2026-05-23T07:26:38,True,2026-05-23T07:26:44,41.281553028496994,2.075427389709419,1032.8237333333348,137.0,-121.113281,0.06659316627466791,True,2026-05-23T07:26:41,QTR138,2026-05-23T07:23:57,2026-05-23T07:26:38,DIPES1C,DALIN1C,MISMA_SID_G3,MISMA_SID_G3,B789,FA7X,H,M,R,HP,True,2026-05-23T07:26:26,2026-05-23T07:26:25,True,True,,7.00921861323417,3759.516266666665,False,6.980288371761151,3773.9162666666657,False,5.0,120.0,7.00921861323417,165.0,False,5.0,6.980288371761151,False,7.0,7.00921861323417,False,DALIN1C,FA7X,2026-05-23T07:26:38,2026-05-23T07:26:41,41.28295698641282,2.0771795715731463,32132.70200073503,18661.95180211702,863.2237333333347,137.0,-3.867,-121.113281,-116.191,1.302257916645619,roll+hdg,False,,,DALIN1C,FA7X,M,2026-05-23T07:26:38,139.0,800.0,199.0,3000.0,60.0,NADP2,30.0,2026-05-23T07:26:39.825257009,2026-05-23T07:27:42.725796296
RYR23VU,RYR,24L,2026-05-23T07:28:25,SENIA1C,MISMA_SID_G2,B738,M,R,2026-05-23T07:28:05,2026-05-23T07:31:36,2026-05-23T07:28:08,False,SENIA1C,B738,2026-05-23T07:28:25,True,2026-05-23T07:28:29.169005451,41.282318312906064,2.0743474263015576,242.40044403184146,164.0,-113.90625,0.0004477199319441865,False,2026-05-23T07:28:38,BTX6F,2026-05-23T07:26:38,2026-05-23T07:28:25,DALIN1C,SENIA1C,MISMA_SID_G3,MISMA_SID_G2,FA7X,B738,M,M,HP,R,False,2026-05-23T07:28:08,2026-05-23T07:28:05,True,True,,4.922886027588948,4421.720533333335,False,4.793731882266853,4232.920533333336,False,,,4.922886027588948,102.0,,,4.793731882266853,,3.0,4.922886027588948,False,SENIA1C,B738,2026-05-23T07:28:25,2026-05-23T07:28:38,41.27929984591431,2.0660893416876993,31208.063085578877,18251.391622571995,586.9176,167.0,-11.426,-117.597656,-120.586,1.8485484396270797,roll,False,,,SENIA1C,B738,M,2026-05-23T07:28:25,166.0,800.0,208.0,3000.0,42.0,NADP2,30.0,2026-05-23T07:28:42.252416666,2026-05-23T07:30:02.185020833
RYR98RR,RYR,24L,2026-05-23T07:29:46,DIPES1C,MISMA_SID_G3,B738,M,R,2026-05-23T07:29:29,2026-05-23T07:32:19,2026-05-23T07:29:31,False,DIPES1C,B738,2026-05-23T07:29:46,True,2026-05-23T07:29:51.674630384,41.28208365455144,2.074432636908596,301.7962067837969,168.0,-114.785156,0.014156413041795886,False,2026-05-23T07:29:58,RYR23VU,2026-05-23T07:28:25,2026-05-23T07:29:46,SENIA1C,DIPES1C,MISMA_SID_G2,MISMA_SID_G3,B738,B738,M,M,R,R,False,2026-05-23T07:29:31,2026-05-23T07:29:29,True,True,,3.4944091382666285,1923.7535999999986,False,3.4517093777896637,1900.286933333332,False,,,3.4944091382666285,83.0,,,3.4517093777896637,,3.0,3.4944091382666285,False,DIPES1C,B738,2026-05-23T07:29:46,2026-05-23T07:29:58,41.27977149591076,2.0684728733795263,31406.947334511784,18304.677616843765,603.9000000000013,171.0,-26.719,-119.355469,-127.09,1.7391589596240957,roll,False,,,DIPES1C,B738,M,2026-05-23T07:29:46,168.0,800.0,217.0,3000.0,49.0,NADP2,30.0,2026-05-23T07:30:01.965725806,2026-05-23T07:31:12.578944771
LHX06E,LHX,24L,2026-05-23T07:31:17,,,A20N,M,R,2026-05-23T07:30:57,2026-05-23T07:33:31,2026-05-23T07:31:01,False,,A20N,2026-05-23T07:31:17,True,2026-05-23T07:31:23,41.28213516599268,2.074497246829347,607.4568,148.0,-117.070312,0.012479235935079434,False,2026-05-23T07:31:25,RYR98RR,2026-05-23T07:29:46,2026-05-23T07:31:17,DIPES1C,,MISMA_SID_G3,,B738,A20N,M,M,R,R,,2026-05-23T07:31:01,2026-05-23T07:30:57,True,True,,4.270728315817877,2440.0917333333346,False,4.1337334304231925,2247.075200000001,False,,,4.270728315817877,90.0,,,4.1337334304231925,,,4.270728315817877,False,,A20N,2026-05-23T07:31:17,2026-05-23T07:31:25,41.281470770110005,2.07286003416,31772.606475162604,18495.1593317765,698.6328,150.0,0.527,-122.695312,-114.785,1.5165927905002579,roll+hdg,False,,,,A20N,M,2026-05-23T07:31:17,150.0,800.0,235.03823002220497,3000.0,85.03823002220497,NADP2,30.0,2026-05-23T07:31:27.436711538,2026-05-23T07:32:40.759557505
ANE53GX,ANE,24L,2026-05-23T07:32:43,DUQQI1C,MISMA_SID_G1,CRJX,M,R,2026-05-23T07:32:21,2026-05-23T07:35:36,2026-05-23T07:32:24,False,DUQQI1C,CRJX,2026-05-23T07:32:43,True,2026-05-23T07:32:45.971973484,41.282261497109744,2.0743667504773455,291.9063918998616,163.0,-112.148438,0.0030732230684340635,False,2026-05-23T07:33:00,LHX06E,2026-05-23T07:31:17,2026-05-23T07:32:43,,DUQQI1C,,MISMA_SID_G1,A20N,CRJX,M,M,R,R,,2026-05-23T07:32:24,2026-05-23T07:32:21,True,True,,3.6247069904195794,2264.568533333333,False,3.5130894943883253,2174.968533333333,False,,,3.6247069904195794,83.0,,,3.5130894943883253,,,3.6247069904195794,False,DUQQI1C,CRJX,2026-05-23T07:32:43,2026-05-23T07:33:00,41.277412448407084,2.0619034712376587,30859.283171055507,18040.09636496172,919.2616,162.0,-15.82,-119.882812,-145.02,2.067678461691857,roll,False,,,DUQQI1C,CRJX,M,2026-05-23T07:32:43,162.0,800.0,193.0,3000.0,31.0,NADP2,30.0,2026-05-23T07:32:57.429706896,2026-05-23T07:34:07.276104166
VLG7CV,VLG,24L,2026-05-23T07:34:39,LOTOS1C,MISMA_SID_G2,A320,M,R,2026-05-23T07:34:20,2026-05-23T07:37:15,2026-05-23T07:34:24,False,LOTOS1C,A320,2026-05-23T07:34:39,True,2026-05-23T07:34:45.079014874,41.28224668978629,2.0743729317094464,371.5775695083133,165.0,-115.664062,0.00400387701195736,False,2026-05-23T07:34:53,ANE53GX,2026-05-23T07:32:43,2026-05-23T07:34:39,DUQQI1C,LOTOS1C,MISMA_SID_G1,MISMA_SID_G2,CRJX,A320,M,M,R,R,False,2026-05-23T07:34:24,2026-05-23T07:34:20,True,True,,5.408397424231092,3556.4645333333333,False,5.283607029427731,3427.085333333333,False,,,5.408397424231092,120.0,,,5.283607029427731,,3.0,5.408397424231092,False,LOTOS1C,A320,2026-05-23T07:34:39,2026-05-23T07:34:53,41.2794720025457,2.0671584276333044,31297.28832086723,18270.911837951182,765.9,163.0,-1.23,-124.980469,-115.137,1.8004608880541173,roll+hdg,False,,,LOTOS1C,A320,M,2026-05-23T07:34:39,163.0,800.0,227.0,3000.0,64.0,NADP2,30.0,2026-05-23T07:34:53.666015624,2026-05-23T07:36:12.241078947
RYR26UP,RYR,24L,2026-05-23T07:37:51,DUQQI1C,MISMA_SID_G1,B738,M,R,2026-05-23T07:37:32,2026-05-23T07:40:31,2026-05-23T07:37:36,False,DUQQI1C,B738,2026-05-23T07:37:51,True,2026-05-23T07:37:56.859213559,41.28223682529004,2.0743765364390283,419.3757369560117,165.0,-115.3125,0.004618059314262112,False,2026-05-23T07:38:04,VLG7CV,2026-05-23T07:34:39,2026-05-23T07:37:51,LOTOS1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A320,B738,M,M,R,R,False,,,False,False,TWR no computable: precedente sin posicion en la primera deteccion del siguiente; TMA no computable: sin solape temporal dentro del filtro,,,False,,,,,,,192.0,,,,,3.0,,False,DUQQI1C,B738,2026-05-23T07:37:51,2026-05-23T07:38:04,41.27980796,2.0677765,31348.75964065827,18308.47831145322,752.5,168.0,-0.879,-122.519531,-114.785,1.7666541195360845,roll+hdg,False,,,DUQQI1C,B738,M,2026-05-23T07:37:51,168.0,800.0,210.0,3000.0,42.0,NADP2,30.0,2026-05-23T07:38:05.073042168,2026-05-23T07:39:10.608711538
RYR97BB,RYR,24L,2026-05-23T07:39:27,AGENA1C,MISMA_SID_G3,B738,M,R,2026-05-23T07:39:08,2026-05-23T07:42:11,2026-05-23T07:39:10,False,AGENA1C,B738,2026-05-23T07:39:27,True,2026-05-23T07:39:30.757719061,41.28216843160877,2.0744010565930804,156.94461982036344,172.0,-116.015625,0.008870863807763828,False,2026-05-23T07:39:37,RYR26UP,2026-05-23T07:37:51,2026-05-23T07:39:27,DUQQI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,B738,B738,M,M,R,R,False,2026-05-23T07:39:10,2026-05-23T07:39:08,True,True,,4.6076617879587864,2945.9194666666667,False,4.54211643919295,2863.7861333333335,False,,,4.6076617879587864,94.0,,,4.54211643919295,,3.0,4.6076617879587864,False,AGENA1C,B738,2026-05-23T07:39:27,2026-05-23T07:39:37,41.27989232172271,2.0682637325893367,31389.41894612216,18318.032910165486,558.3,173.0,-24.961,-117.246094,-120.762,1.744592268617665,roll,False,,,AGENA1C,B738,M,2026-05-23T07:39:27,173.0,800.0,213.0,3000.0,40.0,NADP2,30.0,2026-05-23T07:39:42.463758426,2026-05-23T07:40:48.004343750
KLM1498,KLM,24L,2026-05-23T07:40:43,DUQQI1C,MISMA_SID_G1,E190,M,R,2026-05-23T07:40:28,2026-05-23T07:44:43,2026-05-23T07:40:40,False,DUQQI1C,E190,2026-05-23T07:40:43,True,2026-05-23T07:41:02.332076839,41.28235607813165,2.0743345717643575,194.40974083379913,162.0,-113.027344,0.002788134179300557,False,2026-05-23T07:41:09,RYR97BB,2026-05-23T07:39:27,2026-05-23T07:40:43,AGENA1C,DUQQI1C,MISMA_SID_G3,MISMA_SID_G1,B738,E190,M,M,R,R,False,2026-05-23T07:40:40,2026-05-23T07:40:28,True,True,,4.277357834522451,2638.6799999999985,False,3.874888761293028,2067.173333333332,False,,,4.277357834522451,90.0,,,3.874888761293028,,3.0,4.277357834522451,False,DUQQI1C,E190,2026-05-23T07:40:43,2026-05-23T07:41:09,41.280305855862316,2.0683518027030177,31396.57754308165,18364.032638756627,516.7912000000014,157.0,-10.371,-113.90625,-115.137,1.7305812590353062,roll,False,,,DUQQI1C,E190,M,2026-05-23T07:40:43,158.0,800.0,161.0,3000.0,3.0,NADP1,30.0,2026-05-23T07:41:17.138131578,2026-05-23T07:42:34.761970588
WMT95Z,WMT,24L,2026-05-23T07:42:24,AGENA1C,MISMA_SID_G3,A21N,M,R,2026-05-23T07:42:08,2026-05-23T07:45:06,2026-05-23T07:42:14,False,AGENA1C,A21N,2026-05-23T07:42:24,True,2026-05-23T07:42:35.117832058,41.28222392134152,2.07438055548871,433.75935632819505,161.11783205840106,-114.84729402900545,0.005413401110327965,False,2026-05-23T07:42:37,KLM1498,2026-05-23T07:40:43,2026-05-23T07:42:24,DUQQI1C,AGENA1C,MISMA_SID_G1,MISMA_SID_G3,E190,A21N,M,M,R,R,False,2026-05-23T07:42:14,2026-05-23T07:42:08,True,True,,3.697139464445102,2408.8256000000015,False,3.5927072483192717,2225.1525333333348,False,,,3.697139464445102,94.0,,,3.5927072483192717,,3.0,3.697139464445102,False,AGENA1C,A21N,2026-05-23T07:42:24,2026-05-23T07:42:37,41.28161495707609,2.0726262716485326,31753.008760134893,18511.10266131959,473.1,162.0,-10.898,-115.3125,-115.488,1.5225012252328036,roll,False,,,AGENA1C,A21N,M,2026-05-23T07:42:24,167.0,800.0,243.0,3000.0,76.0,NADP2,30.0,2026-05-23T07:42:44.841457317,2026-05-23T07:44:06.566710526
IBE04LK,IBE,24L,2026-05-23T07:44:31,SENIA1C,MISMA_SID_G2,A20N,M,R,2026-05-23T07:44:12,2026-05-23T07:46:50,2026-05-23T07:44:14,False,SENIA1C,A20N,2026-05-23T07:44:31,True,2026-05-23T07:44:36.072289314,41.28235301543704,2.0743292665886934,632.1013957036034,152.0,-120.234375,0.002684234427229242,True,2026-05-23T07:44:33,WMT95Z,2026-05-23T07:42:24,2026-05-23T07:44:31,AGENA1C,SENIA1C,MISMA_SID_G3,MISMA_SID_G2,A21N,A20N,M,M,R,R,False,2026-05-23T07:44:14,2026-05-23T07:44:12,True,True,,6.062000270875357,3266.077333333333,False,5.964133521539846,3180.744,False,,,6.062000270875357,120.0,,,5.964133521539846,,3.0,6.062000270875357,False,SENIA1C,A20N,2026-05-23T07:44:31,2026-05-23T07:44:33,41.28328769322146,2.0768922905286566,32108.54159908116,18698.607915183962,499.2808,152.0,-15.469,-113.554688,-116.191,1.3057065536881678,roll,False,,,SENIA1C,A20N,M,2026-05-23T07:44:31,152.0,800.0,206.63616197214594,3000.0,54.63616197214594,NADP2,30.0,2026-05-23T07:44:39.456747144,2026-05-23T07:45:51.409040493
DAL251,DAL,24L,2026-05-23T07:46:17,DUQQI1C,MISMA_SID_G1,A339,H,R,2026-05-23T07:45:56,2026-05-23T07:50:23,2026-05-23T07:46:00,False,DUQQI1C,A339,2026-05-23T07:46:17,True,2026-05-23T07:46:20.828009550,41.282160318738384,2.0744038713266177,354.30048900329496,164.0,-115.3125,0.009374233475516263,False,2026-05-23T07:46:29,IBE04LK,2026-05-23T07:44:31,2026-05-23T07:46:17,SENIA1C,DUQQI1C,MISMA_SID_G2,MISMA_SID_G1,A20N,A339,M,H,R,R,False,2026-05-23T07:46:00,2026-05-23T07:45:56,True,True,,4.8039977054302305,3291.6896,False,4.636711886762251,3136.3210666666664,False,,,4.8039977054302305,106.0,,,4.636711886762251,,3.0,4.8039977054302305,False,DUQQI1C,A339,2026-05-23T07:46:17,2026-05-23T07:46:29,41.27945366132,2.0668983914,31275.57427526549,18268.780341375375,764.5144,161.0,-15.645,-117.773438,-119.531,1.8115526510370892,roll,False,,,DUQQI1C,A339,H,2026-05-23T07:46:17,161.0,800.0,159.0,3000.0,-2.0,NADP1,30.0,2026-05-23T07:46:29.672075757,2026-05-23T07:47:48.163875
